id,college_whynot,college_excited,college_challenge,gender_cat,so_cat,race_assn,parent_edu,primary_english,where_college
R_3EpcjnzcsNrvlh0,,THE INDEPENDENCE AND DEVELOPING MY OWN IDENTITY,PAYING FOR IT AND BEING AWAY FROM MY MOM,cis woman,other/queer/questioning,Hispanic/Latinx,Did not complete high school,No,University of California (UC)
R_1n1wuAPZJei3FC9,,I AM MOST EXCITED ABOUT WELDING AND LEARNING HOW TO BETTER MY SKILLS.,"ENGLISH, AS I CAN NEVER MEET THE STANDARD OF WRITING THAT THE TEACHERS EXPECT.",gender diverse/questioning,bisexual/pansexual/omnisexual,White/Non-Hispanic,Don't know,Yes,California Community College (CCC)
R_3EZvMTdOJxNz6p6,,GETTING IN THE PATH TO MY GOALS AND FINALLY STEPPING OUT OF MY SAFE SHELL AND TAKING A GRAND LEAP INTO A NEW ENVIRONMENT.,ACADEMICALLY I FEAR MATH. I WANT TO SUCCEED IN MY CLASSES.,cis woman,straight/heterosexual ,Black/African American,Bachelor's degree,Yes,California Community College (CCC)
R_2Yybxec9UmOkrAW,,LEARNING STUFF,LIVING WITHOUT MY PARENTS OR OTHER FAMILY,cis man,straight/heterosexual ,Asian,High school diploma,Yes,University of California (UC)
R_0Py3Q07xvoMgv5f,,I’M REALLY JUST EXCITED TO DORM AND MEET YOU PEOPLE,I THINK I WILL FACE THE WORK I’M UNSURE,cis woman,straight/heterosexual ,Black/African American,High school diploma,Yes,Private four-year college/university in California
R_W069jLbrjcG8BMJ,,I'M MOST EXCITED ABOUT MEETING NEW PEOPLE AND BE ABLE TO LEARN NEW THINGS. BE ABLE TO JOIN MANY CLUBS AND DO MANY ACTIVITIES I ENJOY OR WOULD WANT TO DO.,I THINK I WILL STRUGGLE A LOT AT STUDYING BECAUSE I HEARD THAT COLLEGE IS VERY CHALLENGING AND DIFFICULT.,cis woman,straight/heterosexual ,Asian,Associate degree,No,University of California (UC)
R_2qjuGoRfx9k58vb,,THE PEOPLE THERE AND THE CHANGE FROM HIGH SCHOOL.,THE WORK BALANCE,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_3fZClVnKVgLjBYc,,LEARNING ABOUT THINGS THAT I FIND INTRIGUING AND EXPERIENCING NEW THINGS.,I THINK MY BIGGEST CHALLENGE IN COLLEGE MIGHT BE SOME OF THE RIGOROUS CORSES I HAVE TO TAKE FOR NURSING OR WORRYING ABOUT MONEY.,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_3PTcOaHtQhUr5YA,,LIVING WITH MY COUSIN,TRYING TO DO ALL MY HOMEWORK,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_2bPI9JS1Th4iA6B,,I’M EXCITED TO EXIT HIGH SCHOOL AND GO TO A HUGE SCHOOL. I KNOW IT’S NOTHING LIKE HIGH SCHOOL BUT I LOVE TO EXPERIENCE SOMETHING NEW,LOOKING FOR MY CLASSROOM.,cis man,asexual/aromantic/demisexual,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_3FXNDIxGFn5gSYU,,LEARNING AND PURSUING MY DREAM OF BECOMING A DENTIST,TIME MANAGEMENT AND PROCRASTINATION,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_29gDWeBLzYfVenm,,"WELL, I THINK COLLEGE FOR ME IS GOING TO BE BETTER THAN HIGH SCHOOL. I TRIED TO BE AS COMPETITIVE AS POSSIBLE WITH MY PEERS IN EDUCATION BUT IT WAS JUST TOO MUCH. COLLEGE WILL ALLOW ME TO BRANCH OUT AND BE MORE OF MYSELF THAN I AM IN HIGH SCHOOL. I THINK THE RESPONSIBILITY IS THE MOST EXCITING THING AS MY PARENTS ARE FAIRLY HELPFUL BUT I WANT TO WORK HARDER SO THAT I CAN GET SIMILAR TO WHAT MY PARENTS ACHIEVED.","I THINK THE BIGGEST CHALLENGE IN COLLEGE WILL BE HOW PEOPLE HAVE INITIAL OPINIONS ABOUT ME. AS I AM A WHITE MALE WHO IS FAIRLY LARGE, I DO NOT PARTICULARLY HAVE A RELIGIOUS OR NATIONALITY I AM ABLE TO FALL BACK UPON. I AM NOT PARTICULARLY ATHLETIC BUT PEOPLE MAY MISTAKE ME FOR SOMEONE WHO MIGHT DO FOOTBALL. SO I THINK DISCRIMINATION BASED ON GENDER/PHYSICAL APPEARANCE MIGHT BE THE BIGGEST CHALLENGE. I WOULD HOPE NOT THOUGH.",cis man,asexual/aromantic/demisexual,White/Non-Hispanic,Bachelor's degree,Yes,College outside of California
R_POkWeHjMWyBP4Ln,,I AM EXCITED ABOUT CAMPUS LIFE AND CLUB ACTIVITIES.,LIVING ON CAMPUS AND HAVING TO MATCH THE PACE OF THE CURRICULUM (I HEARD FROM A RELATIVE THAT CLASSES AT UC RANGE ONLY ONE MONTH FOR WHAT WOULD TAKE ONE ACADEMIC YEAR IN HIGH SCHOOL). I AM ALSO WORRIED THAT I WOULD NOT ADJUST WELL ENOUGH AND WOULD MISS OUT ON IMPORTANT OPPORTUNITIES DUE TO MY TIMIDNESS AND LACK OF COMMUNICATION WITH PEERS AND COUNSELORS.,cis woman,bisexual/pansexual/omnisexual,Asian,Bachelor's degree,No,University of California (UC)
R_3p0fVqotmmMtvbN,,"I AM SO GLAD I AM NOT GOING TO A UC COLLEGE. I FELT THAT THE UC SYSTEM WAS EXTREMELY DISCRIMINATORY. THEY LET PEOPLE IN BASED ON GENDER AND RACE WHICH DISCOUNTS ALL THE HARD WORK THAT I DID. I FEEL LIKE THEY SHOULD LET CALIFORNIA STUDENTS IN AND THEY SHOULD NOT LOOK AT GENDER OR RACE. I FEEL EXTREMELY DISCRIMINATED AGAINST WITH THE UC SYSTEM. I HAD A 4.4 AMAZING GRADES GREAT SCORES, HARD CLASSES AND I DIDN’T GET IN TO ANY DISCRIMINATING UC SCHOOLS. IT’S A SHAME ON THE UC SYSTEM. IT’S A SHAME WHAT YOU PUT THE KIDS THROUGH. YOU SHOULD SUPPORT KIDS, ESPECIALLY KIDS IN CALIFORNIA. SHAME ON THE UC SYSTEM.","I HAD AN AMAZING HIGH SCHOOL. I WILL BE WELL PREPARED FOR COLLEGE. I’M A HARD WORKER THE COLLEGE I’M GOING TO GIVE ME ALMOST A FULL RIDE. I AM GOING TO CRUSH IT AT COLLEGE. THERE ARE NO CHALLENGES, BUT I WILL NEVER LET MY CHILDREN APPLY TO A UC SCHOOL MORALLY BANKRUPT.",prefer not to say,prefer not to say,Other,Don't know,Yes,Private four-year college/university in California
R_vDJ2HtSGaxrDFVT,,GETTING MY DEGREE,"THE BIGGEST CHALLENGES I WILL FACE IN COLLEGE, IT’S NOT THE SAME AS HIGH SCHOOL SO I FEEL LIKE IT’S GONNA BE HARD FOR ME",gender diverse/questioning,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_yJgdsAgyBBSjZ4J,,I'M EXCITED TO LEARN ABOUT SOMETHING NEW AND GAIN NEW EXPERIENCES.,I THINK THE BIGGEST CHALLENGE I'LL FACE IN COLLEGE IS PROCRASTINATING OR FALLING A BIT BEHIND ON SCHOOL WORK OR GETTING TOO STRESSED OUT FROM TAKING COLLEGE CLASSES WHILE WORKING.,cis woman,straight/heterosexual ,Black/African American,High school diploma,Yes,College outside of California
R_31XzI4fsgrrNqwG,,"I’M EXCITED ABOUT TRANSITIONING INTO A NEW CHAPTER IN MY LIFE. GETTING TO MEET NEW PEOPLE FROM DIFFERENT BACKGROUNDS AND CULTURES, BEING INTRODUCED TO THE NEW RIGOR OF COLLEGE WORK, AND HAVING THE OPPORTUNITY TO RECEIVE HIGHER EDUCATION MY PARENTS COULDN’T RECEIVE.",MANAGING WORK AND STUDY. BEING ABLE TO COMMIT IN A PART-TIME WHILE ALSO HAVING THE TIME TO GO TO CLASSES AND STUDY FOR WORK ASSIGNED TO ME.,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,University of California (UC)
R_2PmU5hfCsO43Mx1,,MEETING NEW PEOPLE,ASSIGNMENTS,cis man,straight/heterosexual ,White/Non-Hispanic,Don't know,No,California Community College (CCC)
R_2uCYnZGl9SDaVrO,,OVERALL JUST EXCITED TO LEARN THE CAREER PATH I’M GOING THROUGH.,BIGGEST CHALLENGE WOULD BE THE WORK THAT I WOULD HAVE TO FINISH.,cis woman,,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_V3X5pzYwJmFmpbj,,BEING IN A NEW ENVIRONMENT THAT WILL ALLOW ME TO BECOME THE PERSON I SEE MYSELF AS IN THE FUTURE.,MANAGING MY SOCIAL LIFE WITH ACADEMIC LIFE AND NOT FEELING PRESSURED TO GO WITH MY FRIENDS WHEN I KNOW I HAVE WORK TO DO.,cis woman,straight/heterosexual ,American Indian/Alaskan Native,Bachelor's degree,Yes,California State University (CSU)
R_2Yhw8YBgO9Jc8YT,,BEING ON MY OWN AND STUDYING THINGS THAT I CHOSE.,GETTING AROUND WITH MY WALKING AIDS AND KEEPING UP WITH THE WORKLOAD.,nonbinary,gay or lesbian,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_3PAi6nke1gUrVdg,,THE SOCIAL AND ALSO LEARNING,HAVING ENOUGH TIME TO DO ALL THE THINGS I WANT,cis man,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,University of California (UC)
R_3FKCS3A64WK09d7,,MEETING NEW PEOPLE AND GETTING NEW EXPERIENCES FOR THE CAREER AND DEGREE I AM GETTING INTO.,THE CLASSES AND HOW TEACHERS GRADE AND WEATHER OR NOT I WILL PASS THEM,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_3jUQz6ddbmjbCCw,,ALL THE EDUCATION I CAN GAIN,"MOSTLY STUDYING, BUT I THINK I’LL BE OKAY. ALSO SOCIALIZING WITH OTHER STUDENTS",cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_0fws8x9xNyGWqQN,,TO BE LIVING WITH MY MOM,SCHOOL WORK AND STAYING ON TOP OF MY STUFF,cis man,straight/heterosexual ,White/Non-Hispanic,Associate degree,Yes,California Community College (CCC)
R_3LZpCabOSLdz8Si,,"MEETING NEW PEOPLE, BROADENING MY PERSPECTIVE, GETTING A WELL-ROUNDED EDUCATION","FINDING MY COMMUNITY, ADJUSTING TO BEING AWAY FROM HOME",cis woman,straight/heterosexual ,Asian,Bachelor's degree,Yes,University of California (UC)
R_3siiPwZoNkaIQ3k,,I AM EXCITED ABOUT EXPANDING MY EDUCATION IN THE FIELD THAT I REALLY CARE ABOUT AND WANT TO WORK IN. I AM ALSO EXCITED ABOUT THE EXPERIENCES I WILL HAVE AND THE FRIENDS THAT I WILL MAKE !,"THE BIGGEST CHALLENGE WILL BE PROCRASTINATION. I TEND TO PROCRASTINATE A LOT, BUT HOPEFULLY I WILL PUT A STOP TO THAT AND CONTINUE TO THRIVE.",cis man,gay or lesbian,Black/African American,"Some college, no college degree",Yes,College outside of California
R_3GeOTuk35wbyj6A,,MAKE FRIENDS AND LEARN NEW THINGS,NOTHING,cis woman,bisexual/pansexual/omnisexual,Black/African American,High school diploma,No,College outside of California
R_25L2wj3iz4WYGy5,,I'M EXCITED FOR A NEW EXPERIENCE,MEETING NEW PEOPLE,cis man,straight/heterosexual ,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,California Community College (CCC)
R_3CDEd6jtbNFku2e,,LEARNING,MONEY,cis man,prefer not to say,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_31ZpDpE0qWeelnO,,I'M MOST EXCITED ABOUT MEETING NEW PEOPLE THAT HAVE THE SAME INTEREST IN ME.,THE BEST CHALLENGE WOULD PROBABLY EITHER BE MONEY WISE IF NOT THEN ALL THE STUDYING.,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_2c8djI3Na8cHpLd,,I'M EXCITED FOR THE FLEXIBILITY MY COLLEGE OFFERS. THEY ARE REALLY OUT FOR THOSE WHO HAVE DECIDED TO ATTEND. THE COLLEGE I'LL BE ATTENDING TRIES EXTREMELY HARD TO HELP EVERY STUDENT DO THEIR BEST AND BE HAPPY AT THE SAME TIME. I FEEL LIKE I'LL HAVE ALL THE SUPPORT I'LL NEED WHILE I'M THERE,I THINK THE NEW ENVIRONMENT WILL BE HARD TO GET USED TO. I'VE BEEN GOING TO THE SAME SCHOOL WITH THE SAME PEOPLE FOR ABOUT NINE YEARS. THE NEW ENVIRONMENT MIGHT BE HARD TO NAVIGATE ESPECIALLY SINCE THEIR WILL BE MORE PEOPLE THAN I'M USED TO. I HOPE I CAN ACCLIMATED WELL.,prefer not to say,bisexual/pansexual/omnisexual,White/Non-Hispanic,Bachelor's degree,Yes,Private four-year college/university in California
R_1K23AZHdYVVVg6K,,LEARNING MORE AND GAINING MORE EXPERIENCES,I THINK THE BIGGEST CHALLENGE I’LL HAVE IS ADJUSTING,cis woman,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,Yes,University of California (UC)
R_3L56abG5gPVPRw3,,TO START A NEW JOURNEY AND BE ABLE TO DO WHAT I LOVE,THE TIME IT WILL TAKE TO ACCOMPLISH,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,"Vocational, technical, or career college in California"
R_29hwVwgHt00tXuz,,LEARNING MORE ABOUT MY MAJOR AND ALSO HAVING A WORK EXPERIENCE DURING IT.,MONEY,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_25YOVWMelosxlQS,,THE NEW ENVIRONMENT. THE FACT THAT AFTER TWO YEARS OF GOING TO COMMUNITY COLLEGE I CAN TRANSFER TO A CAL SATE OR A FOUR YEAR UNIVERSITY.,I THINK I’LL STRUGGLE WITH GETTING MORE INVOLVED IN COLLEGE,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_QoBhsSS5wTzodtT,,BEING ABLE TO BE MORE INDEPENDENT FROM MY PARENTS,"BALANCING BEING SOCIAL, ACADEMICS AND WORKING",cis woman,straight/heterosexual ,White/Non-Hispanic,High school diploma,Yes,University of California (UC)
R_uffLlH9I1fY6GAN,,TO PURSUE MY DREAM OF PLAYING SOCCER AT THE NEXT LEVEL.,"HAVING TO JUGGLE WORK, SCHOOL, FAMILY AND SPORTS.",cis man,straight/heterosexual ,White/Non-Hispanic,Associate degree,Yes,California Community College (CCC)
R_31yBVfFdDf9qKeF,,BEING ABLE TO FURTHER MY EDUCATION AND SEE WHERE LIFE TAKES ME,KEEPING UP WITH THE CLASS OR HOME WORK,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California Community College (CCC)
R_1NfyvsxaWwPi8Be,,"I AM MOST EXCITED FOR ALL THE NEW EXPERIENCES THAT I WILL HAVE WITH MY EDUCATION, MY FRIENDS, AND NEW TALENTS I HAVE YET TO DEVELOP AND EXPLORE.",I THINK THE BIGGEST CHALLENGE FOR ME IN COLLEGE WILL BE TO NOT LET THE IDEA OF PERFECTIONISM STOP ME FROM DOING THINGS BECAUSE I DON’T WANT TO DO ANYTHING WRONG.,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_3Ok7ObE1pabwfLH,,LIVING ON MY OWN AND CREATING COLLEGE MEMORIES.,I WOULD SAY MONEY. I'LL BE ON A REALLY TIGHT BUDGET.,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_1obZGeOMjUSooLh,,TO BE ABLE TO MEET NEW PEOPLE,SCHOOL LIFE AND WORK LIFE MANAGEMENT,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,California Community College (CCC)
R_1gAyOtrpwAznYNm,,THE EXPERIENCE AND EARNING A DEGREE TO ADVANCE IN CHOSEN FIELD,FINANCIAL SUPPORT,cis woman,bisexual/pansexual/omnisexual,American Indian/Alaskan Native,Associate degree,Yes,California Community College (CCC)
R_pagtYaCD4IcLJqV,,THE NEW EXPERIENCES AND INDEPENDENCE.,I BELIEVE THE CHANGE IN CLASSES WILL CHALLENGE ME ACADEMICALLY. I ALSO BELIEVE A LARGE CAMPUS AND BEING AWAY FROM HOME WILL BE EMOTIONALLY AND MENTALLY CHALLENGING.,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_1gkBbho3b2RSgVq,,"I AM MOST EXCITED ABOUT MEETING NEW PEOPLE WHO SHARE THE SAME INTERESTS AS ME AND I AM EXCITED IN JOINING CLUBS SUCH AS THE ROCKETRY CLUB AND ALSO SPORTS SUCH AS HIKING, MOUNTAIN BIKING ETC.",I THINK THAT MY BIGGEST CHALLENGE WILL BE SEPARATING SCHOOL TIME FROM LEISURE TIME.,cis man,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,No,California State University (CSU)
R_2VD6tNpDaRBzQLD,,GETTING TO LIVE NEW EXPERIENCES AND ALSO MAKE MY OWN SCHEDULE.,DEFINITELY PAYING FOR IT.,nonbinary,bisexual/pansexual/omnisexual,Black/African American,Did not complete high school,Yes,California State University (CSU)
R_1n6JLKVKQS1h9YP,,THE WHOLE CAMPUS AND PEOPLE,A LOT OF WORK,cis woman,straight/heterosexual ,Asian,Don't know,No,California State University (CSU)
R_2zzLna7OYDI6fkk,,I AM MOST EXCITED ABOUT LIVING ON MY OWN AND BEING ABLE TO GROW AND DEVELOP AS A PERSON INTO GOOD HABITS AND STRONG BELIEFS THAT WILL ALLOW ME TO SUCCEED LATER IN LIFE.,I THINK THAT THE BIGGEST CHALLENGE I WILL FACE IN COLLEGE IS BALANCING MY FAMILY AND MY AMBITIONS FOR THE FUTURE.,cis man,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,University of California (UC)
R_1LOrY34joSbTBOS,,"I’M MOST EXCITED TO START A NEW CHAPTER AND EXPERIENCE MANY EXCITING OBSTACLES. ANOTHER WORDS, EXCITED TO ACCOMPLISH MY GOALS TO BECOME A TEACHER.",I THINK THE BIGGEST CHALLENGE IS BEING THE FIRST TO GO TO COLLEGE AND NOT KNOWING ANYTHING ABOUT COLLEGE.,cis woman,straight/heterosexual ,American Indian/Alaskan Native,Did not complete high school,No,California State University (CSU)
R_OJdy08RDrwmGBHP,,THE EXPERIENCE IN GENERAL,BALANCE MY LIFE WITH SCHOOL AND WORK.,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_C9PvWFTuMllUZ6F,,THE THING I'M MOST EXCITED ABOUT COLLEGE IS THAT I WOULD BE ABLE TO CHANCE MY DREAM OF BEING A MECHANICAL ENGINEER. BY BECOMING A MECHANICAL ENGINEER I WOULD MAKE ENOUGH MONEY TO HELP MY FAMILY AND MY COMMUNITY.,THE BIGGEST CHALLENGE I WOULD FACE IN COLLEGE ARE THE AMOUNTS OF WORK I AM GOING TO BE DOING,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_3IbLOaj11Ke8Lrb,,I AM MOSTLY EXCITED FOR LEARNING THE SUBJECTS I LIKE AND TRYING TO FIGURE OUT THE PERSON I AM WHILE AT COLLEGE.,MY SOCIAL AWKWARDNESS AND MY TENDENCY TO OVERTHINK STRESSFUL SITUATIONS.,cis man,straight/heterosexual ,Filipino,"Some college, no college degree",No,California Community College (CCC)
R_1geByM2FzpSwuSv,,"BEING PLACED IN A NEW ENVIRONMENT FOR THE FIRST TIME, MEETING NEW AND INTERESTING PEOPLE AND FINALLY FINDING MY PASSION THAT I WANT TO DO IN MY LIFE","MAYBE SOCIALLY, MAKING NEW FRIENDS OR KEEPING UP WITH THE EDUCATION",cis man,straight/heterosexual ,Pacific Islander,Bachelor's degree,Yes,University of California (UC)
R_26bYAnrsZYTHs1g,,LEARNING BUSINESS,HARD WORK,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_3nNm6GK5MFaV0HS,,I AM EXCITED ABOUT FINALLY BEING ABLE TO LEARN MORE ABOUT MY DESIRED PROFESSION AND ABOUT HOW THE HUMAN BODY AND MUSCLES WORK. ALSO ABOUT MEETING AND HOPEFULLY MAKING NEW FRIENDS.,I’M QUITE SHY AT FIRST AND VERY QUIET SO I AM WORRIED PEOPLE WON’T BE ABLE TO HEAR ME WHEN TALKING.,nonbinary,bisexual/pansexual/omnisexual,Hispanic/Latinx,"Some college, no college degree",Yes,California Community College (CCC)
R_1mlMsEpDbddy4lF,,"MEETING NEW PEOPLE, EDUCATING MYSELF, LEARNING NEW THINGS.",FINDING THE CLASSES.,cis man,straight/heterosexual ,Hispanic/Latinx,Don't know,No,California Community College (CCC)
R_3G0WK6VT0jelU2c,,BEING INDEPENDENT AND FIGURING OUT WHERE MY JOURNEY IN LIFE IS HEADED.,GETTING ANXIETY FROM MY SOCIAL SKILLS BEING PRETTY LOW.,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California Community College (CCC)
R_1jfTiFmyx3gMrEi,,I'M MOST EXCITED TO BE ON MY OWN AND LEARN ABOUT THINGS THAT WILL ACTUALLY HELP ME. I THINK OF THIS AS AN OPPORTUNITY TO LIVE MY LIFE OUTSIDE OF BEING IN MY PARENTS HOME. I WANT TO SEE HOW MUCH OF A BETTER PERSON I CAN BE.,I WILL DEFINITELY STRUGGLE WITH STAYING MOTIVATED AS IT WAS VERY DIFFICULT FOR ME TO DURING HIGH SCHOOL. I WILL MOST CERTAINLY PUT IN LOTS MORE EFFORT INTO COLLEGE THAN I DID IN HIGH SCHOOL.,cis man,straight/heterosexual ,Asian,Bachelor's degree,No,California Community College (CCC)
R_1H4jU5gsQBiG49j,,"MEETING NEW PEOPLE, GAINING MORE KNOWLEDGE AND EXPERIENCE, LEAVING IN A NEW ACADEMIC COMMUNITY AND GAINING INDEPENDENCE.",TRANSITIONING INTO A NEW COMMUNITY AND MAINTAINING GOOD HABITS.,cis woman,straight/heterosexual ,Black/African American,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_1IWyBKS9iYp8J7m,,EVERYTHING,ASSIGNMENT,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_24CWRXQcOlVS95W,,"BEING IN A NEW ENVIRONMENT, MEETING NEW PEOPLE/HAVING NEW EXPERIENCES, AND STARTING A NEW CHAPTER OF MY LIFE AS A MORE INDEPENDENT INDIVIDUAL","FIGHTING IMPOSTER SYSTEM, ADJUSTING TO COLLEGE LEVEL WORK LOADS AND EXPECTATIONS",cis woman,bisexual/pansexual/omnisexual,Filipino,High school diploma,Yes,Private four-year college/university in California
R_VJWYo3hRSjwOInL,,HAVING STUFF TO DO,FINDING WAYS TO PAY FOR IT AS THEY DIDN’T THINK WE NEEDED AID BASED ON THE REQUIRED INFO BUT WE ACTUALLY DO,cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,California State University (CSU)
R_ug0qBA0PEcufBex,,BEGINNING A NEW EXPERIENCE AND HAVING THE OPPORTUNITY TO GROW AS A PERSON IN A NEW ENVIRONMENT.,"BALANCING ACADEMICS AND HEALTH AND FINDING A SOCIAL LIFE, WHILE ALSO FIGURING OUT WHAT I WANT TO DO CAREER-WISE.",cis man,straight/heterosexual ,Asian,Associate degree,No,University of California (UC)
R_3OkR65cypwWofGD,,"THE NEW EXPERIENCES, NEW FRIENDS, NEW START, MY CLASSES","DEFINITELY THE CLASSES, EXAMS, LEARN AND IMPROVE MY ENGLISH",cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_2QALA1Zk7XQD9kh,,THE NEW EXPERIENCES.,THE DIFFERENCE IN ENVIRONMENT AND BEING AWAY FROM FAMILY.,nonbinary,bisexual/pansexual/omnisexual,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_2P1ClqVynSwL4d2,,MEETING NEW PEOPLE,THAT IT’S NOT LIKE IT HOW HIGH SCHOOL AND JNNCOLLAGE WE ACT LIKE ADULTS NOT KIDS,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_21mLhK8uSMwGNND,,IT IS EXCITING TO BE MOVING FORWARD BUT I AM ALSO SCARED OF WHAT IS TO COME AND IF I CAN ACCOMPLISH ALL MY GOALS.,TRYING TO FIGURE OUT HOW TO MANAGE SCHOOL AND A PART-TIME JOB I’M PLANNING TO GET WHILE I’M IN COLLEGE.,cis man,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California Community College (CCC)
R_3fdF09o553Lr8V7,,AM EXCITED BECUASE I WILL LEYENDO NEW THING IN LIFE,LENGUAJE AND COMPLETA ASSIGNMENTS,cis man,straight/heterosexual ,Hispanic/Latinx,Don't know,No,California Community College (CCC)
R_3geEmtjYL1JRom5,,LIVING IN AN ON CAMPUS APARTMENT,CLASSES,cis man,straight/heterosexual ,Hispanic/Latinx,Associate degree,Yes,College outside of California
R_1IGFlGX5CavL4tv,,LEANING,FEELING HOMESICK,trans man,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,No,California State University (CSU)
R_2Cfz8U4RFnq9eSz,,"NEW EXPERIENCES, WORKING HARD INTO GETTING MY DEGREE TO SUCCEED IN THE FUTURE.",CLASS EXAMS,cis woman,straight/heterosexual ,White/Non-Hispanic,High school diploma,Yes,California State University (CSU)
R_2qr64lfQd64j82k,,"MAKING NEW FRIENDS, BEING MORE INDEPENDENT, AND STUDYING A MAJOR I LOVE!",STUDYING,cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,California State University (CSU)
R_1ONPomikqxNoCyq,,I’M VERY EXCITED ABOUT THE CLASSES I’M GONNA TAKE,PROBABLY IF I GET A JOB,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_9Mk6WmE5BnXMqgF,,"WHEN I THINK ABOUT COLLEGE THE FIRST THING THAT COMES TO MIND IS, NEW CONNECTIONS. I FEEL EXCITED TO MEET NEW PEOPLE, MEET NEW PROFESSORS,NEW STAFF MEMBERS. I WANT TO PUT MYSELF OUT THERE AND ENJOY THE COLLEGE EXPERIENCE TO THE FULLEST.","I THINK THE BIGGEST CHALLENGE I'LL FACE IN COLLEGE WILL BE BALANCING TIME WITH SCHOOL, WITH WORK, AND FAMILY.",cis man,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_276WFDZDNzyQ8tk,,"I’M MOST EXCITED TO START CLASSES AND START LEARNING ABOUT THINGS THAT I HAVE CHOSE TO LEARN ABOUT,",I WILL MOSTLY BE CHALLENGED WITH THE PAYMENTS TOWARD MY LEARNING EXPERIENCE. I’M NOT EXACTLY IN THE POSITION WHERE I AM NOT ABLE TO NOT WORRY ABOUT MONEY BUT I WILL HAVE TO FIGURE IT OUT AS LOTS OF TEENAGERS DO FOR COLLEGE.,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,California State University (CSU)
R_31yKP0i5Sem5iOl,,EXPERIENCING COLLEGE FOR THE FIRST TIME,I DON’T KNOW,cis man,straight/heterosexual ,Black/African American,High school diploma,Yes,California Community College (CCC)
